t,test,Phase,Marqueur,BF,V'O2,V'CO2,V'O2/kg,V'O2/FC,FC,TT,V'E/V'O2,V'E/V'CO2,RER,V'E,VT,SpO2,VE'max,VD(est),FECO2,FEO2,P(A-a)O2,P(a-et) CO2(est.),PaCO2(est.),PaO2,PetO2,PetCO2,tE,tI,VD/VT(est),V'E/MVV,VB (est. V'O2max),DE,EE/BSA,EE/CT,EE/kg,EE/kg_Lean
"0:05:07,800",FTP20,Exercice,,23,1.80,1.69,20,20,91,-,24.8,26.6,0.94,48.8,2.08,-,2.1,170,4.1,16.7,-,-3,36,-,108,38,1.5,0.9,0.08,0.28,203.8,533,251,-,6,6
"0:05:09,860",FTP20,Exercice,,24,1.82,1.70,20,20,91,-,24.8,26.6,0.93,49.2,2.08,-,2.1,134,4.0,16.8,-,-3,35,-,109,38,1.5,0.9,0.06,0.28,204.8,538,253,-,6,6
"0:05:12,680",FTP20,Exercice,,26,1.83,1.72,20,20,91,-,26.7,28.3,0.94,53.2,2.08,-,2.0,251,4.0,16.8,-,-3,35,-,109,38,1.4,1.0,0.12,0.30,205.6,542,255,-,6,6
"0:05:14,880",FTP20,Exercice,,26,1.83,1.72,20,20,91,-,26.7,28.3,0.94,53.2,2.08,-,2.0,251,4.0,16.8,-,-3,35,-,109,38,1.4,1.0,0.12,0.30,205.6,542,255,-,6,6
"0:05:17,100",FTP20,Exercice,,27,1.78,1.70,20,20,91,-,28.0,29.3,0.96,54.4,2.01,-,2.1,285,4.0,16.8,-,-2,35,-,109,37,1.4,0.9,0.14,0.31,202.2,529,249,-,6,6
"0:05:19,640",FTP20,Exercice,,27,1.78,1.70,20,19,92,-,28.0,29.3,0.96,54.4,2.01,-,2.2,276,4.0,16.7,-,-2,35,-,109,37,1.4,0.9,0.14,0.31,200.0,529,249,-,6,6
"0:05:21,980",FTP20,Exercice,,27,1.78,1.70,20,19,92,-,28.0,29.3,0.96,54.4,2.01,-,2.2,276,4.0,16.7,-,-2,35,-,109,37,1.4,0.9,0.14,0.31,200.1,529,249,-,6,6
"0:05:24,460",FTP20,Exercice,,27,1.78,1.70,20,19,92,-,28.0,29.3,0.96,54.4,2.01,-,2.2,270,4.0,16.9,-,-2,35,-,109,37,1.4,0.9,0.13,0.31,200.1,529,249,-,6,6
"0:05:26,660",FTP20,Exercice,,27,1.76,1.65,19,19,92,-,27.0,28.8,0.94,52.1,1.93,-,2.2,222,4.0,16.9,-,-2,34,-,110,36,1.4,0.9,0.12,0.30,198.9,522,245,-,6,6
"0:05:28,640",FTP20,Exercice,,27,1.71,1.63,19,19,92,-,28.0,29.3,0.96,52.4,1.92,-,2.3,263,4.0,16.9,-,-2,35,-,109,37,1.3,0.9,0.14,0.30,195.0,507,239,-,6,6
"0:05:30,500",FTP20,Exercice,,28,1.74,1.65,19,19,92,-,27.0,28.5,0.95,51.9,1.85,-,2.3,226,4.0,16.7,-,-2,35,-,109,37,1.2,0.9,0.12,0.30,197.6,518,243,-,6,6
"0:05:32,980",FTP20,Exercice,,30,1.89,1.74,21,21,92,-,25.9,28.1,0.92,54.1,1.79,-,2.3,203,4.1,16.7,-,-2,35,-,109,37,1.1,0.9,0.11,0.31,207.1,557,262,-,6,6
"0:05:34,780",FTP20,Exercice,,30,1.89,1.74,21,21,92,-,25.9,28.1,0.92,54.1,1.79,-,2.3,203,4.0,16.7,-,-2,35,-,109,37,1.1,0.9,0.11,0.31,207.1,557,262,-,6,6
"0:05:36,240",FTP20,Exercice,,30,1.89,1.74,21,21,92,-,26.0,28.1,0.92,54.1,1.79,-,2.4,206,3.9,16.8,-,-2,35,-,109,37,1.1,0.9,0.12,0.31,207.1,557,262,-,6,6
"0:05:38,380",FTP20,Exercice,,28,1.75,1.61,19,19,92,-,26.0,28.1,0.92,50.1,1.79,-,2.3,214,3.9,16.9,-,-2,35,-,109,37,1.1,0.9,0.12,0.29,197.8,515,242,-,6,6
"0:05:40,080",FTP20,Exercice,,28,1.75,1.61,19,19,92,-,28.4,30.7,0.92,54.3,1.94,-,2.3,368,3.9,16.9,-,-2,35,-,108,38,1.3,0.9,0.19,0.31,197.8,515,242,-,6,6
"0:05:42,360",FTP20,Exercice,,28,1.74,1.61,19,19,92,-,28.4,30.7,0.92,54.3,1.94,-,2.3,373,3.9,16.8,-,-2,36,-,108,38,1.3,0.9,0.19,0.31,197.7,515,242,-,6,6
"0:05:44,980",FTP20,Exercice,,27,1.78,1.66,19,19,92,-,27.9,29.8,0.94,54.2,1.99,-,2.3,335,3.9,16.8,-,-2,36,-,108,38,1.3,0.9,0.17,0.31,199.8,526,247,-,6,6
"0:05:47,120",FTP20,Exercice,,27,1.78,1.66,19,19,92,-,27.9,29.8,0.94,54.2,1.99,-,2.3,330,3.9,16.8,-,-2,35,-,108,38,1.3,0.9,0.17,0.31,199.9,526,247,-,6,6
"0:05:49,320",FTP20,Exercice,,27,1.78,1.66,19,19,93,-,27.9,29.8,0.94,54.2,1.99,-,2.3,310,3.9,16.9,-,-2,35,-,109,37,1.3,0.9,0.16,0.31,197.7,526,247,-,6,6
"0:05:52,100",FTP20,Exercice,,27,1.78,1.66,19,19,93,-,27.9,29.8,0.94,54.2,1.99,-,2.2,305,3.9,16.9,-,-2,35,-,109,37,1.3,0.9,0.15,0.31,197.7,526,247,-,6,6
"0:05:54,660",FTP20,Exercice,,28,1.72,1.59,19,18,93,-,28.9,31.2,0.92,54.3,1.94,-,2.2,373,3.9,16.9,-,-2,35,-,109,37,1.3,0.9,0.19,0.31,193.6,506,238,-,6,6
"0:05:56,720",FTP20,Exercice,,29,1.72,1.61,19,18,93,-,28.5,30.5,0.94,53.9,1.89,-,2.1,329,3.8,17.0,-,-2,35,-,109,37,1.2,0.9,0.17,0.31,193.8,509,239,-,6,6
"0:05:58,700",FTP20,Exercice,,29,1.72,1.61,19,18,93,-,28.5,30.5,0.94,53.9,1.89,-,2.1,329,3.9,17.0,-,-2,35,-,109,37,1.2,0.9,0.17,0.31,193.8,509,239,-,6,6
"0:06:00,740",FTP20,Exercice,,29,1.70,1.59,19,18,93,-,28.0,30.1,0.93,52.6,1.84,-,2.1,307,3.9,16.9,-,-2,35,-,109,37,1.2,0.9,0.17,0.30,192.8,504,237,-,6,6
"0:06:02,840",FTP20,Exercice,,29,1.67,1.48,18,18,93,-,26.6,30.1,0.88,49.4,1.73,-,2.2,294,3.9,16.9,-,-2,35,-,109,37,1.2,0.9,0.17,0.28,190.7,489,230,-,5,5
"0:06:04,760",FTP20,Exercice,,29,1.70,1.51,19,18,93,-,26.6,30.1,0.89,50.3,1.73,-,2.2,313,3.9,16.9,-,-2,36,-,108,38,1.2,0.9,0.18,0.29,192.8,498,234,-,5,5
"0:06:08,740",FTP20,Exercice,,29,1.67,1.48,18,18,93,-,26.6,30.1,0.89,49.4,1.73,-,2.2,313,3.9,16.8,-,-2,36,-,108,38,1.2,0.9,0.18,0.28,190.6,489,230,-,5,5
"0:06:11,180",FTP20,Exercice,,28,1.67,1.56,18,18,93,-,27.8,29.6,0.94,51.1,1.84,-,2.4,306,3.9,16.8,-,-2,36,-,108,38,1.3,0.9,0.17,0.29,190.4,494,232,-,5,5
"0:06:13,620",FTP20,Exercice,,28,1.85,1.70,20,20,93,-,27.0,29.4,0.92,54.7,1.97,-,2.5,305,3.9,16.9,-,-2,35,-,108,38,1.3,0.9,0.15,0.31,202.5,546,257,-,6,6
"0:06:15,580",FTP20,Exercice,,28,1.85,1.70,20,20,93,-,27.0,29.4,0.92,54.7,1.97,-,2.5,297,3.9,16.9,-,-2,35,-,108,38,1.3,0.8,0.15,0.31,202.5,546,257,-,6,6
"0:06:18,240",FTP20,Exercice,,25,1.69,1.54,19,18,93,-,26.2,28.8,0.91,48.5,1.97,-,2.5,274,4.0,16.7,-,-2,35,-,108,38,1.3,0.9,0.14,0.28,191.9,497,234,-,5,5
"0:06:20,400",FTP20,Exercice,,28,1.91,1.74,21,21,93,-,26.2,28.8,0.91,54.7,1.97,-,2.5,274,4.0,16.6,-,-2,35,-,107,38,1.3,0.9,0.14,0.31,206.1,561,264,-,6,6
"0:06:22,460",FTP20,Exercice,,28,1.92,1.78,21,21,93,-,27.4,29.5,0.93,57.4,2.07,-,2.5,319,4.1,16.5,-,-3,35,-,107,38,1.3,0.9,0.15,0.33,206.8,567,267,-,6,6
"0:06:23,900",FTP20,Exercice,,28,1.92,1.79,21,20,94,-,27.6,29.7,0.93,57.7,2.08,-,2.5,319,4.0,16.6,-,-3,35,-,108,38,1.2,0.9,0.15,0.33,204.7,568,267,-,6,6
"0:06:26,860",FTP20,Exercice,,28,1.92,1.79,21,20,94,-,27.6,29.6,0.93,57.7,2.08,-,2.5,288,4.0,16.7,-,-3,34,-,109,37,1.2,0.9,0.14,0.33,204.7,568,267,-,6,6
"0:06:29,020",FTP20,Exercice,,28,1.92,1.79,21,20,94,-,27.6,29.6,0.93,57.7,2.08,-,2.5,289,4.1,16.6,-,-3,34,-,109,37,1.2,0.9,0.14,0.33,204.7,568,267,-,6,6
"0:06:31,720",FTP20,Exercice,,28,1.90,1.77,21,20,95,-,27.9,29.9,0.93,57.6,2.07,-,2.4,294,4.1,16.6,-,-3,34,-,108,37,1.2,0.8,0.14,0.33,201.1,561,264,-,6,6
"0:06:33,780",FTP20,Exercice,,28,2.05,1.84,22,22,95,-,25.8,28.8,0.90,57.7,2.08,-,2.4,327,4.1,16.5,-,-3,36,-,106,39,1.3,0.7,0.16,0.33,210.1,601,283,-,7,7
"0:06:35,420",FTP20,Exercice,,24,1.83,1.64,20,19,95,-,25.4,28.4,0.90,50.6,2.08,-,2.5,338,4.2,16.5,-,-3,37,-,105,40,1.6,0.7,0.16,0.29,196.9,536,252,-,6,6
"0:06:39,800",FTP20,Exercice,,28,2.14,1.95,24,23,95,-,25.7,28.3,0.91,59.9,2.16,-,2.5,303,4.2,16.5,-,-3,36,-,105,39,1.6,0.5,0.14,0.34,215.4,631,297,-,7,7
"0:06:41,940",FTP20,Exercice,,24,2.00,1.71,22,21,96,-,24.2,28.3,0.85,52.6,2.16,-,2.5,291,4.1,16.5,-,-3,36,-,105,39,1.8,0.5,0.14,0.30,205.2,581,273,-,6,6
"0:06:46,480",FTP20,Exercice,,24,2.01,1.71,22,21,97,-,24.1,28.3,0.85,52.6,2.16,-,2.5,291,4.0,16.6,-,-3,36,-,105,39,1.6,0.5,0.14,0.30,203.6,583,274,-,6,6
"0:06:48,940",FTP20,Exercice,,24,2.12,1.96,23,22,98,-,25.7,27.7,0.93,58.6,2.40,-,2.6,258,4.0,16.6,-,-3,35,-,105,39,1.7,0.5,0.11,0.33,207.6,626,295,-,7,7
"0:06:50,620",FTP20,Exercice,,24,2.12,1.96,23,22,98,-,25.7,27.7,0.93,58.6,2.40,-,2.6,258,4.0,16.6,-,-3,35,-,105,39,1.7,0.5,0.11,0.33,207.6,626,295,-,7,7
"0:06:53,340",FTP20,Exercice,,24,2.12,1.96,23,22,98,-,25.9,28.0,0.93,59.2,2.43,-,2.6,280,4.0,16.8,-,-3,35,-,107,39,1.6,0.9,0.12,0.34,207.7,627,295,-,7,7
"0:06:55,800",FTP20,Exercice,,24,2.12,1.96,23,22,98,-,26.4,28.5,0.93,60.2,2.47,-,2.8,317,4.0,16.8,-,-4,35,-,107,39,1.5,0.9,0.13,0.34,207.7,627,295,-,7,7
"0:06:58,400",FTP20,Exercice,,24,2.01,1.92,22,20,99,-,27.9,29.2,0.95,60.2,2.47,-,2.6,362,4.0,16.8,-,-4,35,-,107,39,1.5,0.9,0.15,0.34,199.6,598,281,-,7,7
"0:07:00,620",FTP20,Exercice,,24,2.00,1.92,22,20,99,-,28.0,29.2,0.96,60.2,2.47,-,2.6,362,4.0,16.8,-,-4,35,-,107,39,1.5,0.9,0.15,0.34,199.0,596,280,-,7,7
"0:07:03,020",FTP20,Exercice,,24,1.99,1.89,22,20,99,-,28.1,29.6,0.95,60.2,2.47,-,2.6,381,4.0,16.9,-,-4,35,-,108,38,1.5,0.9,0.15,0.34,198.4,592,278,-,6,6
"0:07:05,340",FTP20,Exercice,,24,1.99,1.89,22,20,100,-,28.1,29.6,0.95,60.2,2.47,-,2.6,367,4.0,16.9,-,-4,35,-,108,38,1.5,0.9,0.15,0.34,196.5,592,278,-,6,6
"0:07:07,880",FTP20,Exercice,,25,2.00,1.91,22,20,100,-,27.5,28.8,0.95,59.2,2.37,-,2.6,312,4.0,16.9,-,-3,35,-,109,38,1.5,0.9,0.13,0.34,196.9,594,280,-,7,7
"0:07:10,660",FTP20,Exercice,,25,1.94,1.84,21,19,100,-,28.1,29.7,0.95,58.9,2.36,-,2.6,362,3.9,16.9,-,-3,35,-,109,38,1.4,0.9,0.15,0.34,193.6,576,271,-,6,6
"0:07:12,860",FTP20,Exercice,,25,1.94,1.84,21,19,100,-,27.9,29.3,0.95,58.3,2.33,-,2.6,344,4.0,16.9,-,-3,35,-,109,38,1.5,0.9,0.15,0.33,193.3,575,271,-,6,6
"0:07:15,360",FTP20,Exercice,,25,1.88,1.80,21,19,100,-,28.1,29.4,0.96,57.1,2.32,-,2.6,361,4.0,16.9,-,-3,35,-,108,38,1.6,0.9,0.16,0.33,190.2,560,263,-,6,6
"0:07:17,760",FTP20,Exercice,,25,1.88,1.80,21,19,99,-,28.1,29.4,0.96,57.1,2.32,-,2.5,354,4.0,16.9,-,-3,35,-,108,38,1.6,0.9,0.15,0.33,192.2,560,263,-,6,6
"0:07:19,760",FTP20,Exercice,,25,1.92,1.83,21,20,98,-,28.1,29.4,0.96,58.1,2.32,-,2.4,347,4.0,16.8,-,-3,35,-,109,38,1.4,0.9,0.15,0.33,196.0,570,268,-,6,6
"0:07:22,440",FTP20,Exercice,,25,1.92,1.83,21,20,97,-,28.1,29.4,0.96,58.1,2.32,-,2.6,337,3.9,16.9,-,-3,35,-,109,38,1.4,0.9,0.15,0.33,198.1,570,268,-,6,6
"0:07:24,880",FTP20,Exercice,,25,1.90,1.83,21,20,97,-,28.3,29.3,0.96,57.9,2.32,-,2.4,322,3.9,17.0,-,-3,35,-,110,38,1.4,0.9,0.14,0.33,197.0,566,266,-,6,6
"0:07:27,080",FTP20,Exercice,,25,1.85,1.80,20,19,97,-,27.6,28.5,0.97,55.5,2.20,-,2.4,276,3.9,16.9,-,-3,35,-,109,38,1.5,0.9,0.13,0.32,194.3,553,260,-,6,6
"0:07:29,460",FTP20,Exercice,,25,1.80,1.70,20,19,97,-,27.8,29.5,0.94,54.3,2.15,-,2.2,345,3.9,16.9,-,-3,35,-,109,38,1.5,0.9,0.16,0.31,191.1,534,251,-,6,6
"0:07:32,120",FTP20,Exercice,,25,1.87,1.80,20,19,96,-,26.8,27.7,0.96,54.1,2.20,-,2.2,245,4.0,16.8,-,-3,35,-,108,38,1.5,0.9,0.11,0.31,197.1,556,262,-,6,6
"0:07:34,220",FTP20,Exercice,,25,1.80,1.70,20,19,96,-,28.4,30.2,0.94,55.5,2.20,-,2.2,390,4.0,16.8,-,-3,35,-,108,38,1.5,0.9,0.18,0.32,193.1,534,251,-,6,6
"0:07:36,540",FTP20,Exercice,,26,1.83,1.74,20,19,96,-,28.8,30.2,0.95,56.9,2.20,-,2.2,390,4.0,16.8,-,-3,35,-,108,38,1.4,0.9,0.18,0.32,194.6,543,255,-,6,6
"0:07:39,180",FTP20,Exercice,,26,1.83,1.74,20,19,96,-,28.8,30.2,0.95,56.9,2.20,-,2.2,387,3.9,16.9,-,-3,35,-,109,38,1.4,0.8,0.18,0.32,194.6,543,255,-,6,6
"0:07:43,340",FTP20,Exercice,,28,1.98,1.89,22,21,96,-,28.8,30.2,0.95,61.7,2.20,-,2.2,387,3.9,16.9,-,-3,35,-,109,38,1.4,0.8,0.18,0.35,203.9,588,277,-,6,6
"0:07:45,480",FTP20,Exercice,,28,1.98,1.89,22,21,96,-,28.8,30.2,0.95,61.7,2.20,-,2.2,387,3.9,16.9,-,-3,35,-,109,38,1.4,0.8,0.18,0.35,203.9,588,277,-,6,6
"0:07:47,260",FTP20,Exercice,,28,1.98,1.89,22,21,96,-,28.8,30.2,0.95,61.7,2.20,-,2.4,387,3.9,16.9,-,-3,35,-,109,38,1.3,0.8,0.18,0.35,203.9,588,277,-,6,6
"0:07:49,300",FTP20,Exercice,,28,2.04,1.89,22,21,97,-,28.5,30.8,0.92,63.0,2.25,-,2.6,375,3.9,16.9,-,-3,34,-,109,37,1.3,0.8,0.17,0.36,205.5,603,284,-,7,7
"0:07:51,380",FTP20,Exercice,,29,2.10,1.94,23,22,97,-,28.5,30.8,0.92,64.8,2.25,-,2.6,375,4.0,16.9,-,-3,34,-,109,37,1.3,0.8,0.17,0.37,208.7,621,292,-,7,7
"0:07:53,960",FTP20,Exercice,,29,2.12,1.96,23,22,97,-,26.8,28.9,0.93,61.7,2.12,-,2.6,259,4.0,16.9,-,-3,34,-,109,37,1.3,0.8,0.12,0.35,209.7,626,294,-,7,7
"0:07:55,880",FTP20,Exercice,,29,2.12,1.97,23,22,97,-,28.5,30.7,0.93,65.5,2.25,-,2.8,364,4.0,16.9,-,-3,34,-,109,37,1.3,0.8,0.16,0.37,209.8,628,295,-,7,7
"0:07:58,640",FTP20,Exercice,,29,2.10,1.96,23,22,97,-,28.5,30.7,0.93,64.8,2.25,-,2.8,364,3.9,16.9,-,-3,34,-,109,37,1.3,0.8,0.16,0.37,208.7,622,292,-,7,7
"0:08:00,680",FTP20,Exercice,,24,1.78,1.67,19,18,97,-,29.1,31.0,0.94,56.0,2.29,-,2.9,435,4.0,16.9,-,-3,35,-,108,38,1.8,0.8,0.19,0.32,189.6,527,248,-,6,6
"0:08:02,740",FTP20,Exercice,,24,1.83,1.73,20,19,97,-,28.3,29.9,0.95,56.0,2.29,-,3.0,386,4.0,16.8,-,-3,35,-,107,38,1.8,0.8,0.17,0.32,192.8,543,255,-,6,6
"0:08:05,200",FTP20,Exercice,,28,2.12,1.95,23,22,97,-,28.3,30.8,0.92,64.9,2.29,-,3.0,437,4.0,16.8,-,-3,35,-,107,38,1.3,0.8,0.19,0.37,209.8,626,294,-,7,7
"0:08:08,980",FTP20,Exercice,,24,1.90,1.81,21,20,97,-,28.5,29.9,0.95,58.3,2.39,-,3.0,397,4.0,16.8,-,-3,35,-,107,38,1.6,0.8,0.17,0.33,197.1,564,265,-,6,6
"0:08:11,740",FTP20,Exercice,,24,1.88,1.76,21,19,97,-,27.6,29.4,0.94,55.9,2.29,-,2.9,373,4.1,16.7,-,-3,36,-,107,39,1.6,0.8,0.16,0.32,195.6,556,261,-,6,6
"0:08:13,860",FTP20,Exercice,,24,1.88,1.76,21,19,97,-,27.6,29.4,0.94,55.9,2.29,-,2.9,373,4.1,16.7,-,-3,36,-,107,39,1.6,0.9,0.16,0.32,195.6,556,261,-,6,6
"0:08:15,820",FTP20,Exercice,,24,1.92,1.80,21,20,97,-,27.0,28.8,0.94,55.9,2.29,-,2.9,339,4.1,16.7,-,-3,36,-,107,39,1.6,0.9,0.15,0.32,198.2,568,267,-,6,6
"0:08:18,280",FTP20,Exercice,,24,1.92,1.80,21,20,98,-,27.0,28.8,0.94,55.9,2.29,-,2.8,322,4.0,16.8,-,-3,35,-,107,38,1.6,0.9,0.14,0.32,196.2,568,267,-,6,6
"0:08:20,780",FTP20,Exercice,,26,2.03,1.91,22,21,98,-,27.0,28.8,0.94,59.3,2.29,-,2.7,323,4.1,16.7,-,-3,35,-,108,38,1.3,0.9,0.14,0.34,202.8,602,283,-,7,7
"0:08:23,660",FTP20,Exercice,,28,2.17,2.03,24,22,99,-,27.0,28.8,0.94,63.1,2.29,-,2.7,309,4.0,16.8,-,-3,35,-,108,38,1.3,0.9,0.13,0.36,207.8,641,301,-,7,7
"0:08:25,700",FTP20,Exercice,,28,2.12,1.99,23,21,99,-,27.4,29.2,0.94,62.8,2.28,-,2.7,300,4.0,16.8,-,-3,34,-,109,37,1.3,0.9,0.13,0.36,205.3,627,295,-,7,7
"0:08:28,020",FTP20,Exercice,,28,2.12,1.99,23,21,99,-,27.1,28.8,0.94,62.0,2.25,-,2.7,274,4.0,16.8,-,-3,35,-,109,37,1.3,0.9,0.12,0.35,205.3,627,295,-,7,7
"0:08:29,980",FTP20,Exercice,,29,2.21,2.03,24,22,100,-,26.2,28.5,0.92,62.7,2.15,-,2.7,238,4.0,16.8,-,-3,34,-,109,37,1.3,0.9,0.11,0.36,207.8,650,306,-,7,7
"0:08:32,160",FTP20,Exercice,,29,2.21,2.03,24,22,100,-,26.2,28.5,0.92,62.7,2.15,-,2.7,238,4.0,16.8,-,-3,34,-,109,37,1.3,0.9,0.11,0.36,207.8,650,306,-,7,7
"0:08:34,200",FTP20,Exercice,,29,2.34,2.15,26,23,100,-,26.3,28.6,0.92,66.5,2.28,-,2.8,247,4.0,16.9,-,-3,34,-,110,37,1.3,0.9,0.11,0.38,214.5,690,325,-,8,8
"0:08:36,020",FTP20,Exercice,,29,2.04,1.93,22,20,100,-,28.3,30.0,0.95,62.7,2.15,-,2.7,308,3.9,16.9,-,-3,34,-,110,37,1.3,0.9,0.14,0.36,199.0,605,284,-,7,7
"0:08:38,080",FTP20,Exercice,,29,2.04,1.93,22,20,100,-,28.3,30.0,0.95,62.7,2.15,-,2.7,308,3.9,17.0,-,-3,34,-,110,37,1.3,0.9,0.14,0.36,199.0,605,284,-,7,7
"0:08:40,960",FTP20,Exercice,,29,2.04,1.93,22,21,99,-,28.3,30.0,0.95,62.7,2.15,-,2.7,308,3.9,17.0,-,-3,34,-,110,37,1.2,0.9,0.14,0.36,201.0,605,284,-,7,7
"0:08:44,140",FTP20,Exercice,,29,2.01,1.90,22,20,99,-,28.9,30.7,0.94,63.2,2.15,-,2.8,335,3.9,17.0,-,-3,34,-,111,36,1.2,0.8,0.16,0.36,199.5,596,280,-,7,7
"0:08:45,960",FTP20,Exercice,,29,1.99,1.88,22,20,99,-,28.9,30.7,0.94,62.6,2.15,-,2.8,335,3.9,17.0,-,-3,34,-,111,36,1.3,0.8,0.16,0.36,198.4,591,278,-,6,6
"0:08:48,500",FTP20,Exercice,,29,1.99,1.88,22,20,99,-,29.0,30.7,0.94,62.6,2.15,-,2.8,384,3.9,16.9,-,-3,35,-,109,38,1.4,0.8,0.18,0.36,198.3,590,277,-,6,6
"0:08:50,380",FTP20,Exercice,,24,1.68,1.63,18,17,99,-,29.2,30.1,0.97,53.1,2.25,-,2.8,377,4.0,16.8,-,-3,35,-,109,38,1.7,0.8,0.17,0.30,179.9,502,236,-,6,6
"0:08:52,420",FTP20,Exercice,,25,1.74,1.63,19,18,99,-,27.5,29.3,0.94,52.1,2.05,-,2.8,313,3.9,16.7,-,-3,35,-,109,38,1.7,0.8,0.15,0.30,183.2,515,242,-,6,6
"0:08:57,160",FTP20,Exercice,,25,1.73,1.63,19,17,99,-,27.6,29.3,0.94,52.1,2.05,-,2.8,421,4.0,16.4,-,-3,38,-,101,41,1.7,0.8,0.21,0.30,182.8,513,241,-,6,6
"0:08:58,920",FTP20,Exercice,,25,1.80,1.75,20,18,99,-,26.5,27.3,0.97,52.1,2.05,-,3.2,387,4.4,16.2,-,-3,40,-,99,43,1.7,0.8,0.19,0.30,187.4,538,253,-,6,6
"0:09:03,960",FTP20,Exercice,,27,2.30,1.97,25,23,101,-,21.9,25.5,0.86,54.9,2.05,-,3.5,281,4.4,16.2,-,-3,40,-,99,43,1.7,0.8,0.14,0.31,210.3,667,314,-,7,7
"0:09:06,320",FTP20,Exercice,,27,2.32,2.12,25,23,102,-,24.0,26.3,0.91,60.2,2.25,-,3.8,345,4.4,16.2,-,-4,39,-,99,43,1.7,0.8,0.15,0.34,209.4,683,321,-,7,7
"0:09:11,580",FTP20,Exercice,,27,2.32,2.12,25,23,102,-,24.0,26.3,0.91,60.2,2.25,-,3.8,345,4.4,16.2,-,-4,39,-,99,43,1.7,0.8,0.15,0.34,209.4,683,321,-,7,7
"0:09:13,820",FTP20,Exercice,,28,2.46,2.20,27,24,102,-,26.2,29.1,0.90,68.9,2.51,-,3.8,466,4.1,16.4,-,-4,37,-,101,41,1.5,0.9,0.19,0.39,215.6,720,339,-,8,8
"0:09:15,740",FTP20,Exercice,,28,2.46,2.21,27,24,102,-,26.1,29.1,0.90,68.9,2.51,-,3.8,325,4.0,16.4,-,-4,34,-,107,38,1.5,0.9,0.13,0.39,215.9,722,340,-,8,8
"0:09:17,840",FTP20,Exercice,,28,2.40,2.21,26,23,103,-,26.8,29.1,0.92,68.9,2.51,-,3.8,317,4.0,16.7,-,-4,34,-,109,38,1.5,0.8,0.13,0.39,210.7,707,332,-,8,8
"0:09:20,020",FTP20,Exercice,,28,2.42,2.23,27,23,103,-,26.8,29.1,0.92,69.6,2.51,-,3.8,309,4.0,16.7,-,-4,34,-,109,38,1.3,0.8,0.12,0.40,211.7,713,335,-,8,8
"0:09:22,180",FTP20,Exercice,,28,2.42,2.23,27,23,104,-,26.8,29.1,0.92,69.6,2.51,-,3.6,278,4.0,16.9,-,-3,34,-,110,37,1.3,0.8,0.11,0.40,209.8,713,335,-,8,8
"0:09:23,900",FTP20,Exercice,,28,2.42,2.25,27,23,104,-,26.8,28.9,0.93,69.6,2.51,-,2.9,261,4.0,16.9,-,-3,34,-,110,37,1.2,0.8,0.10,0.40,209.8,715,336,-,8,8
"0:09:26,180",FTP20,Exercice,,28,2.28,2.23,25,22,104,-,28.1,28.7,0.98,68.8,2.48,-,2.9,253,4.0,17.0,-,-3,34,-,111,37,1.2,0.8,0.10,0.39,203.4,682,321,-,7,7
"0:09:28,060",FTP20,Exercice,,28,2.28,2.25,25,22,104,-,28.1,28.5,0.98,68.8,2.48,-,2.9,236,3.9,17.1,-,-3,34,-,112,37,1.2,0.8,0.10,0.39,203.5,683,321,-,7,7
"0:09:30,420",FTP20,Exercice,,31,2.52,2.48,28,24,106,-,28.1,28.5,0.98,75.8,2.48,-,2.9,183,3.9,17.1,-,-3,33,-,112,36,1.1,0.8,0.07,0.43,210.0,753,354,-,8,8
"0:09:33,260",FTP20,Exercice,,31,2.52,2.48,28,24,106,-,28.1,28.5,0.98,75.8,2.48,-,2.9,183,3.9,17.1,-,-3,33,-,112,36,1.1,0.8,0.07,0.43,210.0,753,354,-,8,8
"0:09:34,980",FTP20,Exercice,,31,2.52,2.48,28,24,106,-,27.6,28.1,0.98,74.7,2.44,-,2.9,152,3.9,17.1,-,-3,33,-,112,36,1.1,0.8,0.06,0.43,210.0,753,354,-,8,8
"0:09:36,940",FTP20,Exercice,,31,2.71,2.68,30,26,106,-,25.6,26.0,0.99,74.7,2.44,-,3.1,0,3.9,17.1,-,-3,33,-,112,36,1.1,0.8,0.00,0.43,218.0,812,382,-,9,9
"0:09:38,860",FTP20,Exercice,,25,2.25,2.22,25,21,106,-,24.1,24.4,0.99,58.6,2.31,-,3.2,0,4.1,17.0,-,-3,34,-,112,37,1.2,0.8,0.00,0.33,198.3,675,317,-,7,7
"0:09:44,920",FTP20,Exercice,,29,2.25,2.01,25,21,105,-,27.0,30.2,0.89,65.7,2.30,-,3.2,494,4.2,16.1,-,-3,37,-,106,41,1.2,0.8,0.21,0.37,200.0,659,310,-,7,7
"0:09:46,520",FTP20,Exercice,,30,2.27,2.03,25,22,105,-,27.5,30.8,0.89,67.6,2.24,-,3.2,406,3.9,17.0,-,-3,35,-,104,38,1.5,0.7,0.18,0.39,201.2,666,313,-,7,7
"0:09:52,060",FTP20,Exercice,,29,2.24,2.01,25,21,105,-,25.7,28.7,0.90,62.5,2.19,-,3.1,397,4.2,16.0,-,-3,37,-,100,41,1.6,0.7,0.18,0.36,199.7,657,309,-,7,7
